user_id,recomendations
507,"[874972, 866211, 885290, 1126899, 1036501]"
508,"[874972, 8090537, 1037863, 1004906, 830887]"
509,"[874972, 1029743, 1082185, 1127831, 951590]"
510,"[874972, 999858, 948086, 1082185, 878996]"
511,"[874972, 844165, 8205218, 995242, 908531]"
512,"[874972, 1029743, 1082185, 1127831, 951590]"
513,"[848029, 12263788, 885863, 5569471, 1132771]"
514,"[874972, 998444, 1082185, 903325, 866211]"
515,"[874972, 995242, 1029743, 1082185, 1106523]"
516,"[874972, 1029743, 1082185, 1106523, 1127831]"
517,"[874972, 859075, 840361, 1126899, 1081177]"
518,"[874972, 835530, 995242, 1056509, 1122358]"
519,"[874972, 1082185, 1106523, 1127831, 951590]"
520,"[874972, 916122, 923746, 995242, 878996]"
521,"[874972, 962568, 6034964, 923746, 903325]"
522,"[874972, 1029743, 1082185, 1127831, 951590]"
523,"[874972, 862349, 893501, 951590, 1082185]"
524,"[874972, 866211, 1133018, 923746, 1067606]"
525,"[874972, 933835, 1101010, 1138443, 837270]"
526,"[874972, 893018, 1097001, 5569230, 995242]"
527,"[874972, 1058997, 880427, 933835, 901062]"
528,"[874972, 1029743, 1082185, 1127831, 951590]"
529,"[874972, 1082185, 1106523, 1127831, 951590]"
530,"[874972, 1082185, 1106523, 1127831, 951590]"
531,"[874972, 819978, 5569230, 1075368, 981760]"
532,"[874972, 1029743, 1082185, 1127831, 951590]"
533,"[874972, 1133018, 965766, 899624, 5592931]"
534,"[874972, 9245106, 993466, 1110764, 1029743]"
535,"[874972, 1127831, 995242, 1082185, 951590]"
536,"[874972, 1106523, 1127831, 1082185, 951590]"
537,"[874972, 1029743, 1082185, 1106523, 1127831]"
538,"[874972, 1082185, 885290, 1070820, 916122]"
539,"[874972, 1058997, 1101010, 1082185, 981760]"
540,"[874972, 6034857, 824005, 1082185, 961554]"
541,"[874972, 1082185, 1127831, 1029743, 951590]"
542,"[874972, 1106523, 942525, 1029743, 1082185]"
543,"[874972, 995242, 8090537, 820486, 886481]"
544,"[874972, 856772, 947201, 878996, 1029743]"
545,"[874972, 879528, 1029743, 1082185, 1106523]"
546,"[874972, 1029743, 1082185, 1127831, 951590]"
547,"[874972, 1106523, 5585510, 1082185, 916122]"
548,"[874972, 1082185, 1130763, 981760, 857503]"
549,"[874972, 1029743, 1082185, 1127831, 951590]"
550,"[874972, 1101010, 844165, 995242, 1082185]"
551,"[874972, 1082185, 1106523, 1127831, 951590]"
552,"[874972, 5592931, 1014948, 1056762, 1029743]"
553,"[874972, 6533936, 1053690, 1029743, 951590]"
554,"[874972, 1029743, 1082185, 8090537, 1096317]"
555,"[874972, 1029743, 1082185, 1127831, 951590]"
556,"[874972, 1029743, 1082185, 1106523, 1127831]"
557,"[874972, 1029743, 1082185, 1106523, 1127831]"
558,"[874972, 1082185, 948650, 5592931, 890610]"
559,"[874972, 1029743, 1082185, 1127831, 951590]"
560,"[874972, 1082185, 1081177, 1029743, 916122]"
561,"[874972, 1029743, 1082185, 1127831, 951590]"
562,"[874972, 8090537, 1006184, 962229, 995242]"
563,"[874972, 1070820, 847982, 854852, 832678]"
564,"[874972, 1110572, 1029743, 1082185, 1106523]"
565,"[874972, 1029743, 1082185, 1127831, 951590]"
566,"[874972, 951590, 1087102, 1029743, 842140]"
567,"[874972, 819978, 847982, 1133018, 1096036]"
568,"[1038663, 899624, 840361, 1106523, 5568378]"
569,"[874972, 5569471, 5568378, 1028816, 833724]"
570,"[874972, 995242, 878996, 1082185, 866211]"
571,"[874972, 1029743, 1082185, 1127831, 951590]"
572,"[874972, 1029743, 1082185, 1127831, 951590]"
573,"[874972, 1082185, 951590, 1029743, 1127831]"
574,"[874972, 1133018, 1101010, 1082185, 8090521]"
575,"[874972, 1051323, 9420312, 5569230, 1106523]"
576,"[874972, 1102949, 1029743, 1082185, 1106523]"
577,"[874972, 908531, 901062, 951590, 1082185]"
578,"[874972, 1082185, 862349, 8090521, 961554]"
579,"[970747, 995242, 923746, 866211, 859075]"
580,"[874972, 979707, 942525, 1056509, 940947]"
581,"[874972, 1029743, 1082185, 1106523, 1127831]"
582,"[874972, 8090513, 822785, 995242, 1119051]"
583,"[874972, 1108168, 1138292, 1029743, 1082185]"
584,"[874972, 1082185, 951590, 1029743, 1127831]"
585,"[874972, 1029743, 1082185, 1127831, 951590]"
586,"[874972, 987562, 12263788, 8090521, 1004906]"
587,"[874972, 890695, 1029743, 1082185, 1106523]"
588,"[874972, 1110572, 1085604, 1106523, 908531]"
589,"[874972, 1029743, 1127831, 1082185, 951590]"
590,"[9835223, 962229, 8090521, 1044078, 844165]"
591,"[874972, 1094955, 1029743, 1082185, 1106523]"
592,"[874972, 1082185, 1106523, 1127831, 951590]"
593,"[874972, 1029743, 1082185, 1106523, 1127831]"
594,"[874972, 1133018, 866211, 962229, 8090537]"
595,"[874972, 1002558, 1029743, 1082185, 1106523]"
596,"[874972, 1029743, 1006184, 1044078, 8090537]"
597,"[874972, 1106523, 951590, 1082185, 1127831]"
598,"[874972, 1022254, 1134522, 1106523, 981760]"
599,"[874972, 1029743, 1082185, 1127831, 951590]"
600,"[1000753, 1043590, 879755, 951590, 1029743]"
601,"[874972, 1029743, 5569230, 1082185, 1127831]"
602,"[874972, 981760, 826249, 1029743, 1029743]"
603,"[874972, 861445, 1029743, 1082185, 1106523]"
604,"[874972, 933835, 940947, 1082185, 862349]"
605,"[948670, 981760, 862349, 965772, 1027569]"
606,"[874972, 899624, 1040346, 995242, 878996]"
607,"[874972, 1082185, 1106523, 1127831, 951590]"
608,"[836445, 965766, 985999, 1106523, 923746]"
609,"[874972, 1029743, 1082185, 1106523, 1127831]"
610,"[874972, 1081177, 1027068, 1029743, 1082185]"
611,"[874972, 1053690, 833025, 1029743, 8090536]"
612,"[874972, 913785, 854405, 1029743, 965766]"
613,"[874972, 1133018, 986912, 962568, 871756]"
614,"[1000753, 1044078, 962568, 995242, 878996]"
615,"[874972, 995242, 1082185, 970119, 1029743]"
616,"[874972, 1029743, 1082185, 1127831, 951590]"
617,"[874972, 962568, 10344585, 1126899, 854852]"
618,"[874972, 1029743, 1082185, 1106523, 1127831]"
619,"[874972, 1029743, 1082185, 1127831, 951590]"
620,"[874972, 1029743, 1082185, 1127831, 951590]"
621,"[874972, 965766, 993638, 844179, 12301405]"
622,"[1038663, 1011300, 13945244, 1106523, 965766]"
623,"[874972, 1029743, 1082185, 1106523, 1127831]"
624,"[874972, 981760, 845208, 916122, 1133018]"
625,"[874972, 1029743, 981760, 1082185, 1127831]"
626,"[874972, 1029743, 1127831, 1082185, 951590]"
627,"[874972, 1029743, 1082185, 1127831, 951590]"
628,"[874972, 1082185, 1127831, 1029743, 951590]"
629,"[874972, 1029743, 1082185, 1127831, 951590]"
630,"[874972, 6034857, 825365, 1082185, 862349]"
631,"[874972, 1082185, 9487927, 981760, 995242]"
632,"[938138, 1082185, 1044078, 1029743, 916122]"
633,"[874972, 1002558, 1075368, 8090537, 1134522]"
634,"[874972, 1082185, 1106523, 1127831, 951590]"
635,"[874972, 1029743, 1082185, 1127831, 951590]"
636,"[874972, 903325, 903233, 995242, 1096036]"
637,"[1013928, 1133018, 1082185, 981760, 5568378]"
638,"[874972, 995242, 1053690, 1082185, 878996]"
639,"[874972, 1082185, 1106523, 1127831, 951590]"
640,"[874972, 1029743, 1082185, 1106523, 1127831]"
641,"[12262830, 824005, 6034857, 862349, 962568]"
642,"[874972, 1029743, 1082185, 1127831, 951590]"
643,"[874972, 923746, 865456, 1029743, 899624]"
644,"[874972, 1082185, 951197, 995242, 979707]"
645,"[874972, 1106523, 1127831, 1082185, 951590]"
646,"[874972, 1106523, 951590, 1082185, 1127831]"
647,"[874972, 987562, 1110142, 1029743, 951590]"
648,"[874972, 1022254, 868764, 1082185, 923746]"
649,"[874972, 1106523, 951590, 1082185, 1127831]"
650,"[874972, 1029743, 1082185, 1106523, 1127831]"
651,"[874972, 1106523, 951590, 1082185, 1127831]"
652,"[874972, 1081177, 840361, 995242, 832678]"
653,"[874972, 1102959, 1029743, 1082185, 1106523]"
654,"[874972, 832678, 15926886, 995242, 866211]"
655,"[874972, 951590, 12946027, 1029743, 1082185]"
656,"[874972, 1029743, 981760, 1082185, 1127831]"
657,"[874972, 1029743, 1082185, 1127831, 951590]"
658,"[874972, 941741, 1044078, 1029743, 1082185]"
659,"[874972, 1029743, 1082185, 1106523, 1127831]"
660,"[874972, 1056509, 840361, 916122, 872137]"
661,"[12262778, 1040346, 5569230, 995242, 903325]"
662,"[874972, 965766, 871440, 1070272, 1012284]"
663,"[874972, 899624, 12810393, 1082185, 908531]"
664,"[874972, 1029743, 1127831, 1082185, 951590]"
665,"[874972, 1029743, 1082185, 1106523, 1127831]"
666,"[874972, 1133018, 854852, 844179, 987562]"
667,"[874972, 1029743, 1082185, 1044078, 840361]"
668,"[874972, 873654, 1029743, 1082185, 1106523]"
669,"[874972, 985999, 1126899, 1082185, 866211]"
670,"[1065538, 1068719, 1057260, 1029743, 981760]"
671,"[874972, 866211, 951590, 1029743, 5568378]"
672,"[874972, 908531, 844179, 995242, 1096036]"
673,"[874972, 1053690, 871756, 1106523, 1074754]"
674,"[874972, 1135476, 1082185, 1029743, 909894]"
675,"[874972, 845208, 1101010, 1106523, 981760]"
676,"[1000753, 1106301, 836445, 1106523, 951590]"
677,"[874972, 1029743, 1082185, 1127831, 951590]"
678,"[874972, 1029743, 1082185, 1127831, 951590]"
679,"[874972, 1029743, 1044078, 1082185, 1127831]"
680,"[874972, 995242, 873627, 1029743, 1082185]"
681,"[874972, 859075, 12384775, 1126899, 5568378]"
682,"[874972, 1082185, 1106523, 1127831, 951590]"
683,"[874972, 1029743, 1082185, 1127831, 951590]"
684,"[874972, 1029743, 1082185, 1106523, 1127831]"
685,"[874972, 979707, 870547, 844179, 12810393]"
686,"[874972, 1029743, 1127831, 1082185, 951590]"
687,"[874972, 995242, 1122568, 5569230, 916122]"
688,"[874972, 1106523, 1044078, 1082185, 1127831]"
689,"[874972, 1029743, 1082185, 1127831, 951590]"
690,"[874972, 933835, 990797, 1082185, 1037840]"
691,"[874972, 1029743, 962568, 981760, 995965]"
692,"[12810464, 1082185, 6034964, 878996, 6034857]"
693,"[948670, 979707, 13841744, 1029743, 908531]"
694,"[874972, 1101010, 819978, 951590, 8090537]"
695,"[874972, 1101173, 1002771, 1029743, 981760]"
696,"[970747, 880427, 839419, 1126899, 1082185]"
697,"[874972, 840361, 896369, 1057260, 1068719]"
698,"[874972, 995242, 1053690, 1096036, 844179]"
699,"[874972, 995242, 962229, 923746, 899624]"
700,"[874972, 1038985, 1027068, 1106523, 1082185]"
701,"[874972, 1029743, 1020682, 878996, 981760]"
702,"[874972, 1126899, 5592931, 962229, 8090521]"
703,"[12262830, 998444, 995876, 5569230, 995242]"
704,"[874972, 1082185, 1106523, 1127831, 951590]"
705,"[874972, 1070820, 860975, 835530, 1029743]"
706,"[874972, 995242, 983584, 1082185, 961554]"
707,"[874972, 840361, 841309, 1029743, 1082185]"
708,"[874972, 5568378, 890610, 995242, 923746]"
709,"[874972, 5569230, 995242, 981760, 5568378]"
710,"[874972, 871756, 916381, 981760, 1082185]"
711,"[874972, 866211, 1029743, 1082185, 1106523]"
712,"[874972, 9677202, 826249, 1070820, 1082185]"
713,"[874972, 995242, 5568378, 5569230, 962229]"
714,"[874972, 8090521, 840361, 1058997, 1082185]"
715,"[874972, 961554, 1043590, 1029743, 981760]"
716,"[874972, 961554, 1051516, 1058997, 998556]"
717,"[874972, 1102949, 1029743, 1082185, 1106523]"
718,"[874972, 1053690, 976199, 995242, 1082185]"
719,"[874972, 1053690, 847344, 1106523, 1082185]"
720,"[874972, 1081177, 948650, 909714, 1055504]"
721,"[874972, 1074754, 1029743, 1082185, 1106523]"
722,"[874972, 995965, 1068719, 1106523, 1082185]"
723,"[825343, 844179, 1043301, 1082185, 862349]"
724,"[874972, 1029743, 1127831, 1082185, 951590]"
725,"[874972, 819765, 1128016, 1096036, 1133018]"
726,"[874972, 916122, 1102959, 961554, 1042438]"
727,"[874972, 1029743, 1082185, 1106523, 1127831]"
728,"[825343, 1096036, 844165, 995242, 1044078]"
729,"[874972, 1029743, 1082185, 1106523, 1127831]"
730,"[874972, 862349, 969932, 1053690, 1029743]"
731,"[849202, 8019716, 1128016, 914190, 1029743]"
732,"[874972, 1029743, 951590, 1082185, 1127831]"
733,"[874972, 1123434, 5569471, 1029743, 1082185]"
734,"[874972, 1082185, 981760, 961554, 1068292]"
735,"[874972, 1029743, 965766, 951590, 923746]"
736,"[904997, 5569230, 981760, 1029743, 1082185]"
737,"[874972, 1029743, 951590, 1082185, 1127831]"
738,"[874972, 1029743, 1082185, 1127831, 951590]"
739,"[874972, 1029743, 1082185, 1127831, 951590]"
740,"[874972, 1132771, 1027569, 995242, 1082185]"
741,"[12810391, 878996, 1056509, 845208, 854852]"
742,"[874972, 1029743, 1082185, 1106523, 1127831]"
743,"[874972, 962185, 923746, 1029743, 1082185]"
744,"[874972, 993638, 1135476, 1082185, 862349]"
745,"[874972, 1037863, 1075214, 1082185, 840361]"
746,"[874972, 1029743, 1082185, 1127831, 951590]"
747,"[874972, 1019247, 1029743, 1082185, 1106523]"
748,"[874972, 5569230, 908531, 951590, 1133018]"
749,"[874972, 1029743, 1082185, 1106523, 1127831]"
750,"[874972, 8090521, 5569327, 1106523, 965766]"
751,"[874972, 1029743, 1082185, 1127831, 951590]"
752,"[874972, 866211, 885863, 1082185, 986912]"
753,"[874972, 862349, 1028816, 1082185, 1039156]"
754,"[874972, 1082185, 1055504, 1036347, 1029743]"
755,"[874972, 845193, 1029743, 1082185, 1106523]"
756,"[874972, 1106523, 951590, 1082185, 1127831]"
757,"[874972, 1082185, 1004906, 962229, 1133018]"
758,"[874972, 1029743, 1082185, 1127831, 951590]"
759,"[874972, 1082185, 907099, 9677236, 998444]"
760,"[874972, 1029743, 951590, 1082185, 1127831]"
761,"[874972, 5569471, 1057260, 995242, 1082185]"
762,"[874972, 1058997, 8090537, 1082185, 961554]"
763,"[874972, 1106523, 1127831, 1082185, 951590]"
764,"[848029, 1082185, 856252, 995242, 878996]"
765,"[874972, 1029743, 1127831, 1082185, 951590]"
766,"[874972, 1043751, 1003188, 1029743, 1082185]"
767,"[970747, 1082185, 862349, 903325, 961554]"
768,"[874972, 878996, 833025, 995242, 962229]"
769,"[874972, 1068719, 979707, 1081177, 9835509]"
770,"[874972, 995242, 1003188, 5569230, 844179]"
771,"[874972, 1070845, 914190, 840361, 6034857]"
772,"[874972, 1029743, 1082185, 1127831, 951590]"
773,"[874972, 5569471, 1101173, 1082185, 909714]"
774,"[874972, 1082185, 1106523, 1127831, 951590]"
775,"[874972, 1029743, 1082185, 1127831, 951590]"
776,"[874972, 916381, 883404, 1029743, 1029743]"
777,"[874972, 916122, 933835, 1029743, 866211]"
778,"[874972, 1029743, 951590, 1082185, 1127831]"
779,"[874972, 933835, 845208, 1133018, 916122]"
780,"[874972, 1029743, 1082185, 1127831, 951590]"
781,"[836445, 925862, 914190, 1135476, 12946027]"
782,"[874972, 1127831, 951590, 1029743, 1082185]"
783,"[874972, 1029743, 1082185, 1127831, 951590]"
784,"[874972, 995965, 910473, 5569230, 1082185]"
785,"[874972, 1029743, 1127831, 1082185, 951590]"
786,"[1000753, 1029743, 859075, 5569230, 981760]"
787,"[874972, 1082185, 862349, 909714, 999104]"
788,"[874972, 995242, 923746, 5569230, 5568378]"
789,"[874972, 983584, 840361, 962568, 1026118]"
790,"[874972, 1029743, 1082185, 1106523, 1127831]"
791,"[874972, 1029743, 1082185, 1127831, 951590]"
792,"[874972, 1029743, 1082185, 1127831, 951590]"
793,"[874972, 1029743, 1082185, 1106523, 1127831]"
794,"[874972, 1082185, 1077555, 1101010, 865026]"
795,"[874972, 1082185, 961554, 1029743, 1044078]"
796,"[874972, 993638, 1029743, 1082185, 1106523]"
797,"[874972, 1106523, 5569230, 1082185, 1127831]"
798,"[874972, 923746, 833025, 908531, 859075]"
799,"[874972, 923746, 1048068, 1058997, 1082185]"
800,"[874972, 1053690, 967395, 995242, 1082185]"
801,"[874972, 1070820, 856252, 981760, 849003]"
802,"[874972, 1048462, 1029743, 1082185, 1106523]"
803,"[825343, 1050851, 1082185, 995242, 965766]"
804,"[874972, 5569327, 982790, 1133018, 1101010]"
805,"[1038663, 6034857, 916381, 1029743, 1082185]"
806,"[874972, 12810393, 1022254, 1029743, 866211]"
807,"[874972, 1082185, 928049, 908531, 5568378]"
808,"[874972, 866211, 1065593, 1029743, 1082185]"
809,"[874972, 1082185, 1106523, 1127831, 951590]"
810,"[874972, 1028816, 1029743, 1082185, 1106523]"
811,"[874972, 1029743, 1082185, 1106523, 1127831]"
812,"[874972, 1082185, 1106523, 1127831, 951590]"
813,"[874972, 857503, 1037863, 1082185, 866211]"
814,"[1000753, 1044078, 899624, 12810393, 833025]"
815,"[874972, 1029743, 1082185, 1127831, 951590]"
816,"[874972, 965766, 1018740, 1082185, 981760]"
817,"[874972, 845208, 1003188, 1070820, 890610]"
818,"[874972, 1135476, 1029743, 1082185, 1106523]"
819,"[874972, 1106523, 1127831, 1082185, 951590]"
820,"[874972, 987562, 1074754, 1082185, 8090521]"
821,"[874972, 1029743, 1082185, 1127831, 951590]"
822,"[874972, 12349795, 995242, 981760, 1094955]"
823,"[874972, 13115579, 1106523, 8090521, 1082185]"
824,"[874972, 1082185, 1133018, 981760, 923746]"
825,"[825343, 908531, 923746, 1058997, 1082185]"
826,"[874972, 951590, 1037840, 1029743, 1082185]"
827,"[874972, 1029743, 1082185, 1127831, 951590]"
828,"[874972, 1029743, 1082185, 1127831, 951590]"
829,"[874972, 866211, 1039156, 995242, 1082185]"
830,"[874972, 995876, 1026118, 1039156, 869577]"
831,"[874972, 903325, 1117514, 5569230, 951590]"
832,"[874972, 1082185, 1127831, 1029743, 951590]"
833,"[874972, 1029743, 1082185, 1127831, 951590]"
834,"[874972, 1029743, 1082185, 1127831, 951590]"
835,"[874972, 1029743, 951590, 1082185, 1127831]"
836,"[874972, 1029743, 1082185, 1106523, 1127831]"
837,"[874972, 843756, 901062, 1029743, 1082185]"
838,"[874972, 1029743, 1082185, 1127831, 951590]"
839,"[874972, 1029743, 1082185, 1127831, 951590]"
840,"[874972, 962568, 834117, 1029743, 981760]"
841,"[874972, 976199, 1054262, 1133018, 908531]"
842,"[874972, 923746, 995242, 1029624, 833025]"
843,"[874972, 1127831, 951590, 1029743, 1082185]"
844,"[874972, 868423, 842140, 1082185, 862349]"
845,"[874972, 999639, 1081189, 951590, 8090537]"
846,"[874972, 8090537, 838186, 1075368, 1133018]"
847,"[874972, 1058997, 1082185, 878996, 1005274]"
848,"[874972, 865456, 960732, 1070820, 878996]"
849,"[874972, 1029743, 951590, 1082185, 1127831]"
850,"[825343, 1133018, 844179, 899624, 856252]"
851,"[874972, 1029743, 1082185, 1127831, 951590]"
852,"[874972, 1068719, 833025, 1058997, 1082185]"
853,"[874972, 951412, 6602729, 1029743, 1082185]"
854,"[874972, 1029743, 1082185, 1106523, 1127831]"
855,"[874972, 901062, 883932, 1029743, 878996]"
856,"[874972, 995242, 1022254, 1029743, 1082185]"
857,"[874972, 1075214, 932863, 951590, 5569230]"
858,"[849202, 1029743, 1082185, 1106523, 1127831]"
859,"[874972, 981760, 993638, 951590, 5569230]"
860,"[874972, 1029743, 1082185, 1127831, 951590]"
861,"[874972, 833724, 970030, 916122, 899624]"
862,"[1038663, 1134522, 1103629, 1029743, 1082185]"
863,"[874972, 981760, 985999, 933835, 5585510]"
864,"[874972, 1081177, 989069, 1029743, 1082185]"
865,"[947858, 1095068, 12648296, 1106523, 962229]"
866,"[825343, 845208, 833025, 1082185, 1133018]"
867,"[874972, 995242, 1082185, 5569230, 908531]"
868,"[874972, 995876, 997907, 5569230, 1082185]"
869,"[874972, 1110572, 899624, 1029743, 981760]"
870,"[874972, 1029743, 1082185, 1127831, 951590]"
871,"[874972, 986912, 5568378, 1029743, 1082185]"
872,"[874972, 1082185, 1106523, 1127831, 951590]"
873,"[874972, 1106523, 951590, 1082185, 1127831]"
874,"[874972, 1029743, 1082185, 1127831, 951590]"
875,"[874972, 995242, 908531, 1082185, 986912]"
876,"[874972, 892531, 999198, 1058997, 1082185]"
877,"[874972, 885290, 1098844, 1058997, 1082185]"
878,"[874972, 908531, 1096036, 1082185, 1133018]"
879,"[874972, 832678, 8090513, 1130777, 900418]"
880,"[874972, 965766, 859075, 951590, 890695]"
881,"[874972, 893018, 12302069, 1029743, 5592931]"
882,"[874972, 995242, 8090521, 1044078, 965766]"
883,"[825343, 5569471, 999104, 1029743, 1082185]"
884,"[874972, 1096036, 1081177, 979707, 934676]"
885,"[874972, 1056509, 5585510, 951590, 1106523]"
886,"[874972, 917033, 1071342, 1070820, 1039156]"
887,"[874972, 987562, 978077, 1071939, 1029743]"
888,"[874972, 951412, 962568, 1029743, 1082185]"
889,"[874972, 999104, 879755, 1126899, 1082185]"
890,"[874972, 1029743, 1082185, 1127831, 951590]"
891,"[825343, 901062, 979707, 1133018, 1082185]"
892,"[874972, 1029743, 1082185, 1127831, 951590]"
893,"[874972, 981760, 1029743, 1082185, 1106523]"
894,"[874972, 880150, 914190, 1082185, 845208]"
895,"[849202, 1022097, 1082185, 866211, 1081189]"
896,"[874972, 1029743, 951590, 1082185, 1127831]"
897,"[874972, 986912, 8090536, 861445, 993638]"
898,"[874972, 1085604, 847982, 1029743, 845208]"
899,"[874972, 1029743, 1082185, 1127831, 951590]"
900,"[874972, 951590, 1110572, 5569230, 1082185]"
901,"[874972, 1127831, 981760, 1029743, 1082185]"
902,"[874972, 1029743, 1082185, 1127831, 951590]"
903,"[874972, 819765, 9835509, 1126899, 983584]"
904,"[874972, 1062002, 845193, 1106523, 1082185]"
905,"[874972, 1029743, 1082185, 1127831, 951590]"
906,"[874972, 8090532, 1082185, 10121965, 1029743]"
907,"[874972, 923746, 978077, 986912, 859075]"
908,"[874972, 1126899, 913210, 5569230, 1082185]"
909,"[874972, 948650, 10149640, 1029743, 1082185]"
910,"[874972, 1029743, 1127831, 1082185, 951590]"
911,"[874972, 1082185, 981760, 6034857, 944836]"
912,"[874972, 1127831, 951590, 1029743, 1082185]"
913,"[874972, 913210, 1070820, 1082185, 981760]"
914,"[874972, 1029743, 1082185, 1106523, 1127831]"
915,"[874972, 961554, 1057260, 1029743, 1082185]"
916,"[874972, 833025, 908318, 913210, 1070702]"
917,"[874972, 1029743, 1127831, 1082185, 951590]"
918,"[874972, 1029743, 1127831, 1082185, 951590]"
919,"[874972, 961554, 1044805, 1081177, 1094308]"
920,"[982469, 952317, 823721, 1106523, 1092026]"
921,"[874972, 1082185, 1106523, 1127831, 951590]"
922,"[874972, 878996, 903325, 1058997, 1082185]"
923,"[874972, 1127831, 981760, 1029743, 1082185]"
924,"[874972, 1096036, 13841744, 995242, 8090537]"
925,"[874972, 1029743, 1082185, 1127831, 951590]"
926,"[874972, 5568378, 913210, 1058997, 903325]"
927,"[874972, 1026118, 1058997, 923746, 986912]"
928,"[874972, 840361, 1119051, 995876, 1029743]"
929,"[825343, 8090521, 840361, 1070820, 1096036]"
930,"[874972, 917033, 1029743, 1082185, 1106523]"
931,"[874972, 1101010, 1135476, 1126899, 951590]"
932,"[874972, 995242, 981760, 1082185, 1127831]"
933,"[874972, 1082185, 1127831, 1029743, 951590]"
934,"[825343, 8090509, 971922, 1133018, 1082185]"
935,"[874972, 1029743, 1082185, 1106523, 1127831]"
936,"[874972, 865456, 1133254, 1070820, 1082185]"
937,"[874972, 1082185, 1098844, 1126899, 961554]"
938,"[874972, 1029743, 1082185, 1127831, 951590]"
939,"[874972, 840361, 885290, 1029743, 1082185]"
940,"[874972, 995242, 1082185, 962568, 860975]"
941,"[874972, 901062, 1092588, 961554, 916122]"
942,"[874972, 1029743, 1082185, 1106523, 1127831]"
943,"[874972, 5569327, 909894, 1106523, 5592931]"
944,"[874972, 1044078, 5568378, 1106523, 1082185]"
945,"[874972, 1106523, 1127831, 1082185, 951590]"
946,"[874972, 1127758, 1031087, 1082185, 1133018]"
947,"[874972, 979707, 949965, 1081177, 1101010]"
948,"[874972, 1029743, 1082185, 1127831, 951590]"
949,"[825343, 1082185, 961554, 951590, 1029743]"
950,"[874972, 1029743, 5569230, 1082185, 1127831]"
951,"[874972, 1082185, 995965, 1029743, 940947]"
952,"[874972, 995242, 1068719, 909894, 1048727]"
953,"[874972, 1132771, 1003188, 1101173, 1092026]"
954,"[874972, 1029743, 1082185, 1106523, 1127831]"
955,"[874972, 896369, 1029743, 1082185, 1106523]"
956,"[874972, 1026118, 909894, 1070820, 1096036]"
957,"[874972, 840361, 1018740, 1082185, 965766]"
958,"[874972, 1029743, 1082185, 1127831, 951590]"
959,"[874972, 1029743, 1082185, 1106523, 1127831]"
960,"[874972, 1058997, 1036347, 1029743, 1082185]"
961,"[874972, 1106301, 926905, 1029743, 860975]"
962,"[874972, 1029743, 1082185, 1127831, 951590]"
963,"[874972, 1082185, 1106523, 1127831, 951590]"
964,"[874972, 1082185, 9677202, 1106523, 962229]"
965,"[874972, 1029743, 1056509, 871756, 987562]"
966,"[874972, 1082185, 1106523, 1127831, 951590]"
967,"[874972, 1029743, 1082185, 1106523, 1127831]"
968,"[874972, 885863, 1126895, 1029743, 1082185]"
969,"[874972, 981760, 1029743, 1029743, 1082185]"
970,"[874972, 1029743, 1082185, 1127831, 951590]"
971,"[874972, 5569327, 12263788, 1075368, 1133018]"
972,"[874972, 942525, 1040371, 862349, 6632283]"
973,"[12262830, 1028891, 1061220, 1082185, 878996]"
974,"[874972, 1029743, 1082185, 1106523, 1127831]"
975,"[874972, 942525, 1082185, 916122, 5569471]"
976,"[874972, 862349, 840361, 5569230, 1082185]"
977,"[874972, 1082185, 1106523, 1127831, 951590]"
978,"[874972, 854852, 1096317, 951590, 13115579]"
979,"[1000753, 1051516, 837751, 995242, 1082185]"
980,"[874972, 1029743, 1082185, 1127831, 951590]"
981,"[948670, 5569845, 897125, 951590, 995242]"
982,"[874972, 943233, 951590, 1082185, 1075368]"
983,"[874972, 951590, 1082185, 1075368, 965766]"
984,"[874972, 1082185, 1135476, 1002558, 989824]"
985,"[874972, 908531, 1003188, 1029743, 909894]"
986,"[874972, 12810422, 826249, 995242, 916122]"
987,"[12810464, 7139529, 1029743, 1082185, 1106523]"
988,"[874972, 1096036, 1029743, 1082185, 1106523]"
989,"[874972, 878996, 8090532, 1029743, 1082185]"
990,"[874972, 1029743, 1082185, 1127831, 951590]"
991,"[874972, 1029743, 1082185, 1106523, 1127831]"
992,"[874972, 1028816, 909714, 1029743, 1082185]"
993,"[874972, 840361, 999858, 1082185, 995242]"
994,"[874972, 1127831, 951590, 1029743, 1082185]"
995,"[874972, 1082185, 1106523, 1127831, 951590]"
996,"[874972, 908531, 859075, 1029743, 1082185]"
997,"[874972, 916122, 1029743, 1082185, 1106523]"
998,"[874972, 1133018, 908531, 8090521, 1044078]"
999,"[874972, 1134522, 882604, 1029743, 8090532]"
1000,"[874972, 1082185, 995242, 986912, 12427353]"
1001,"[874972, 986912, 6533936, 12301109, 1029743]"
1002,"[874972, 1029743, 1082185, 1127831, 951590]"
1003,"[874972, 1029743, 1082185, 1106523, 1127831]"
1004,"[849202, 866211, 995242, 1096036, 1054262]"
1005,"[874972, 5570408, 883404, 995242, 961554]"
1006,"[874972, 1029743, 1082185, 1127831, 951590]"
1007,"[874972, 1082185, 1029743, 1082185, 1106523]"
1008,"[874972, 1029743, 1082185, 1106523, 1127831]"
1009,"[874972, 1029743, 1082185, 1127831, 951590]"
1010,"[874972, 1082185, 1029743, 1082185, 1106523]"
1011,"[874972, 990656, 1058997, 965766, 944836]"
